time,index,energy
  1.000000, 4, 393215.978012647
  2.000000, 4, 393215.978012647
  3.000000, 4, 393215.978012647
  4.000000, 4, 393215.978012647
  5.000000, 4, 393215.978012647
  6.000000, 4, 393215.978012647
  7.000000, 4, 393215.978012647
  8.000000, 4, 393215.978012647
  9.000000, 4, 393215.978012647
 10.000000, 4, 393216.141645840
 11.000000, 4, 393216.804128158
 12.000000, 4, 393217.508345830
 13.000000, 4, 393074.932412921
 14.000000, 4, 392612.188065768
 15.000000, 4, 391734.516871650
 16.000000, 4, 391200.947945871
 17.000000, 4, 390662.736763086
 18.000000, 4, 390270.798954012
 19.000000, 4, 389701.674079833
 20.000000, 4, 389326.813842595
 21.000000, 4, 389031.808217001
 22.000000, 4, 388768.516716446
 23.000000, 4, 388536.332675692
 24.000000, 4, 388178.785311590
 25.000000, 4, 387974.259502956
 26.000000, 4, 387738.461599373
 27.000000, 4, 387537.222931703
 28.000000, 4, 387143.211738096
 29.000000, 4, 386774.694605589
 30.000000, 4, 386499.875255038
 31.000000, 4, 386254.522241002
 32.000000, 4, 386002.201041538
 33.000000, 4, 385700.968008708
 34.000000, 4, 385314.129561479
 35.000000, 4, 385063.194807237
 36.000000, 4, 384767.638013051
 37.000000, 4, 384487.897696293
 38.000000, 4, 384198.231402140
 39.000000, 4, 383947.622444090
 40.000000, 4, 383629.611907283
 41.000000, 4, 383347.319382967
 42.000000, 4, 383129.344380222
 43.000000, 4, 382828.377825270
 44.000000, 4, 382565.418565495
 45.000000, 4, 382366.578560287
 46.000000, 4, 382119.615485567
 47.000000, 4, 381838.549026879
 48.000000, 4, 381593.987920667
 49.000000, 4, 381341.427943833
 50.000000, 4, 381088.787018522
 51.000000, 4, 380822.444924624
 52.000000, 4, 380573.011459266
 53.000000, 4, 380324.287939761
 54.000000, 4, 380143.713471096
 55.000000, 4, 379891.722968179
 56.000000, 4, 379688.642958365
 57.000000, 4, 379473.356302313
 58.000000, 4, 379269.327865740
 59.000000, 4, 379063.473194149
 60.000000, 4, 378844.162336598
 61.000000, 4, 378639.242619453
 62.000000, 4, 378444.165297073
 63.000000, 4, 378207.608418821
 64.000000, 4, 377987.778920439
 65.000000, 4, 377783.175069682
 66.000000, 4, 377586.352322717
 67.000000, 4, 377359.597571276
 68.000000, 4, 377152.934602816
 69.000000, 4, 376930.426450106
 70.000000, 4, 376718.394456959
 71.000000, 4, 376521.675609648
 72.000000, 4, 376327.980785398
 73.000000, 4, 376093.812860425
 74.000000, 4, 375849.137968685
 75.000000, 4, 375637.701927204
 76.000000, 4, 375436.297386435
 77.000000, 4, 375216.232816699
 78.000000, 4, 375021.498609847
