time,index,energy
  1.000000, 3, 393215.985304379
  2.000000, 3, 393215.985304379
  3.000000, 3, 393215.985304379
  4.000000, 3, 393215.985304379
  5.000000, 3, 393215.985304379
  6.000000, 3, 393215.985304379
  7.000000, 3, 393215.985304379
  8.000000, 3, 393215.985304379
  9.000000, 3, 393215.985304379
 10.000000, 3, 393215.985304379
 11.000000, 3, 393216.153272889
 12.000000, 3, 393217.622965894
 13.000000, 3, 393218.839913365
 14.000000, 3, 392993.852981333
 15.000000, 3, 392746.759542925
 16.000000, 3, 392017.380198244
 17.000000, 3, 391484.714593156
 18.000000, 3, 391090.988270659
 19.000000, 3, 390566.305224659
 20.000000, 3, 390170.626953069
 21.000000, 3, 389766.640910295
 22.000000, 3, 389431.623501908
 23.000000, 3, 389140.690301198
 24.000000, 3, 388720.085793283
 25.000000, 3, 388427.833310927
 26.000000, 3, 388052.808069160
 27.000000, 3, 387811.320321350
 28.000000, 3, 387570.619621464
 29.000000, 3, 387155.929567031
 30.000000, 3, 386755.791474132
 31.000000, 3, 386494.693963661
 32.000000, 3, 386182.715309160
 33.000000, 3, 385799.741407950
 34.000000, 3, 385445.202818596
 35.000000, 3, 385183.753720965
 36.000000, 3, 384952.019329689
 37.000000, 3, 384618.662567594
 38.000000, 3, 384306.360342993
 39.000000, 3, 384064.043940965
 40.000000, 3, 383794.770548771
 41.000000, 3, 383536.818569330
 42.000000, 3, 383311.953681473
 43.000000, 3, 383015.934363478
 44.000000, 3, 382739.006813919
 45.000000, 3, 382501.226689950
 46.000000, 3, 382248.324431730
 47.000000, 3, 382055.884707908
 48.000000, 3, 381817.814829396
 49.000000, 3, 381566.471279702
 50.000000, 3, 381283.851437503
 51.000000, 3, 381048.571339218
 52.000000, 3, 380828.667491303
 53.000000, 3, 380620.610858139
 54.000000, 3, 380388.236043017
 55.000000, 3, 380168.334862323
 56.000000, 3, 379929.813772171
 57.000000, 3, 379697.708926169
 58.000000, 3, 379488.553854199
 59.000000, 3, 379256.585382948
 60.000000, 3, 379067.390981556
 61.000000, 3, 378834.344482166
 62.000000, 3, 378573.085488163
 63.000000, 3, 378340.904988694
 64.000000, 3, 378136.362879357
 65.000000, 3, 377909.888956656
 66.000000, 3, 377729.839726158
 67.000000, 3, 377502.546491744
 68.000000, 3, 377254.001403937
 69.000000, 3, 377043.768111271
 70.000000, 3, 376824.054176618
 71.000000, 3, 376621.509723511
 72.000000, 3, 376411.780871456
 73.000000, 3, 376223.657640154
 74.000000, 3, 375980.556768606
 75.000000, 3, 375753.340190838
 76.000000, 3, 375511.679135086
 77.000000, 3, 375330.447775649
 78.000000, 3, 375151.398829507
 79.000000, 3, 374947.020128232
 80.000000, 3, 374721.681663088
 81.000000, 3, 374498.497488917
 82.000000, 3, 374284.107583081
 83.000000, 3, 374029.382950592
 84.000000, 3, 373839.907207885
 85.000000, 3, 373641.792573809
 86.000000, 3, 373441.810877639
 87.000000, 3, 373235.450176468
 88.000000, 3, 373026.978998911
 89.000000, 3, 372855.724945572
 90.000000, 3, 372645.101701133
 91.000000, 3, 372472.939565653
 92.000000, 3, 372274.221931472
 93.000000, 3, 372047.853775623
 94.000000, 3, 371843.940385511
 95.000000, 3, 371631.600956718
 96.000000, 3, 371435.233531768
 97.000000, 3, 371231.170047373
 98.000000, 3, 371036.606995138
 99.000000, 3, 370836.506935276
100.000000, 3, 370653.127479286
101.000000, 3, 370459.689311707
102.000000, 3, 370272.070705143
103.000000, 3, 370078.732582198
104.000000, 3, 369894.115521115
105.000000, 3, 369689.912458345
106.000000, 3, 369511.882893854
107.000000, 3, 369341.513653306
108.000000, 3, 369136.225025633
109.000000, 3, 368941.301356171
110.000000, 3, 368756.258392797
111.000000, 3, 368573.586209005
112.000000, 3, 368379.975259428
113.000000, 3, 368205.789639543
114.000000, 3, 368029.312767967
115.000000, 3, 367837.763056017
116.000000, 3, 367652.576455290
117.000000, 3, 367454.909015612
118.000000, 3, 367269.612389482
119.000000, 3, 367085.231477143
120.000000, 3, 366917.368457365
121.000000, 3, 366722.270708814
122.000000, 3, 366510.836706448
123.000000, 3, 366332.909894633
124.000000, 3, 366151.881531335
125.000000, 3, 365964.570749743
126.000000, 3, 365773.161411796
127.000000, 3, 365597.702500779
128.000000, 3, 365422.233748396
129.000000, 3, 365237.008866177
130.000000, 3, 365064.269532700
131.000000, 3, 364884.358382519
132.000000, 3, 364711.651608334
133.000000, 3, 364541.458515206
134.000000, 3, 364373.596691631
135.000000, 3, 364190.185297291
