time,index,energy
  1.000000, 2, 393216.012479320
  2.000000, 2, 393216.012479320
  3.000000, 2, 393216.012479320
  4.000000, 2, 393216.012479320
  5.000000, 2, 393216.012479319
  6.000000, 2, 393216.012479320
  7.000000, 2, 393216.012479319
  8.000000, 2, 393216.012479319
  9.000000, 2, 393216.012479320
 10.000000, 2, 393216.333445162
 11.000000, 2, 393136.184357751
 12.000000, 2, 392985.127873017
 13.000000, 2, 392826.852563711
 14.000000, 2, 392300.779008587
 15.000000, 2, 391455.692367920
 16.000000, 2, 391123.110198761
 17.000000, 2, 390393.015516704
 18.000000, 2, 390003.669893744
 19.000000, 2, 389476.812573816
 20.000000, 2, 389096.557841291
 21.000000, 2, 388831.205712460
 22.000000, 2, 388521.412422009
 23.000000, 2, 388218.975869194
 24.000000, 2, 387912.926836982
 25.000000, 2, 387616.830114614
 26.000000, 2, 387292.040194607
 27.000000, 2, 387048.208177626
 28.000000, 2, 386754.411106789
 29.000000, 2, 386441.290014729
 30.000000, 2, 386222.741458252
 31.000000, 2, 385947.825026465
 32.000000, 2, 385631.327407503
 33.000000, 2, 385343.067541010
 34.000000, 2, 384996.592786250
 35.000000, 2, 384694.389670524
 36.000000, 2, 384447.859650067
 37.000000, 2, 384244.056865399
 38.000000, 2, 384076.679185746
 39.000000, 2, 383720.875692032
 40.000000, 2, 383423.581708328
 41.000000, 2, 383147.734507352
 42.000000, 2, 382900.968067664
 43.000000, 2, 382665.513504772
 44.000000, 2, 382411.167370436
 45.000000, 2, 382091.873781996
 46.000000, 2, 381770.653093560
 47.000000, 2, 381513.466440683
 48.000000, 2, 381289.320254577
 49.000000, 2, 381038.215780497
 50.000000, 2, 380812.141768243
 51.000000, 2, 380523.253712993
 52.000000, 2, 380312.882002432
 53.000000, 2, 380019.079707265
 54.000000, 2, 379735.966096508
 55.000000, 2, 379503.364535250
 56.000000, 2, 379272.342219654
 57.000000, 2, 379048.040880158
 58.000000, 2, 378796.110057176
 59.000000, 2, 378535.235825010
 60.000000, 2, 378264.542827539
 61.000000, 2, 378029.190935684
 62.000000, 2, 377736.103749895
 63.000000, 2, 377501.919682853
 64.000000, 2, 377290.701000910
 65.000000, 2, 377093.947941093
 66.000000, 2, 376907.383557105
 67.000000, 2, 376641.669385795
 68.000000, 2, 376423.077820934
 69.000000, 2, 376240.258913961
 70.000000, 2, 376015.899704605
 71.000000, 2, 375776.599604966
 72.000000, 2, 375551.577975111
 73.000000, 2, 375326.166427786
 74.000000, 2, 375080.793712628
 75.000000, 2, 374883.778419718
 76.000000, 2, 374680.769750799
 77.000000, 2, 374479.760808914
 78.000000, 2, 374273.962630452
 79.000000, 2, 374019.829445104
 80.000000, 2, 373813.024489687
 81.000000, 2, 373563.631775427
 82.000000, 2, 373358.571805205
 83.000000, 2, 373152.586780258
 84.000000, 2, 372924.124454562
 85.000000, 2, 372732.941952486
 86.000000, 2, 372516.314638631
 87.000000, 2, 372292.937006049
 88.000000, 2, 372103.869234186
 89.000000, 2, 371882.948042861
 90.000000, 2, 371668.672316603
 91.000000, 2, 371445.952103816
 92.000000, 2, 371252.002908428
 93.000000, 2, 371039.724067482
 94.000000, 2, 370834.531928827
 95.000000, 2, 370607.256660430
 96.000000, 2, 370405.637561560
 97.000000, 2, 370207.607745692
 98.000000, 2, 370005.881052935
 99.000000, 2, 369807.009030973
100.000000, 2, 369614.151102145
101.000000, 2, 369381.977801057
102.000000, 2, 369197.526990810
103.000000, 2, 368995.251527597
104.000000, 2, 368777.248810221
105.000000, 2, 368590.377730113
106.000000, 2, 368396.632414123
107.000000, 2, 368179.211981165
108.000000, 2, 367964.766912446
109.000000, 2, 367751.122862324
110.000000, 2, 367569.020783522
111.000000, 2, 367376.733853013
112.000000, 2, 367176.978312408
113.000000, 2, 366990.476035693
114.000000, 2, 366794.164831554
115.000000, 2, 366604.491964724
116.000000, 2, 366414.793030476
117.000000, 2, 366209.517838618
118.000000, 2, 366017.727249903
119.000000, 2, 365818.800647016
120.000000, 2, 365636.395660336
121.000000, 2, 365428.842868376
122.000000, 2, 365212.183205898
123.000000, 2, 365019.570730502
124.000000, 2, 364837.665839939
125.000000, 2, 364643.523201812
126.000000, 2, 364441.021566017
127.000000, 2, 364237.933546059
128.000000, 2, 364049.323913362
129.000000, 2, 363875.180173939
130.000000, 2, 363685.532626494
131.000000, 2, 363495.993341469
132.000000, 2, 363290.405305885
133.000000, 2, 363104.116203724
134.000000, 2, 362912.209426017
135.000000, 2, 362716.793307708
