time,index,energy
  1.000000, 1, 393216.018924337
  2.000000, 1, 393216.018924337
  3.000000, 1, 393216.018924337
  4.000000, 1, 393216.018924337
  5.000000, 1, 393216.018924337
  6.000000, 1, 393216.018924337
  7.000000, 1, 393216.018924337
  8.000000, 1, 393216.018924337
  9.000000, 1, 393216.018924337
 10.000000, 1, 393216.182472451
 11.000000, 1, 393216.745144484
 12.000000, 1, 392995.636429269
 13.000000, 1, 392895.538526605
 14.000000, 1, 392323.835110509
 15.000000, 1, 391136.745680088
 16.000000, 1, 391006.511453535
 17.000000, 1, 390184.937648807
 18.000000, 1, 389856.869118349
 19.000000, 1, 389166.872784321
 20.000000, 1, 388902.163857266
 21.000000, 1, 388652.832734204
 22.000000, 1, 388322.035174667
 23.000000, 1, 388066.206697727
 24.000000, 1, 387801.882071511
 25.000000, 1, 387477.225272489
 26.000000, 1, 387226.578414850
 27.000000, 1, 387012.962140481
 28.000000, 1, 386662.068022037
 29.000000, 1, 386360.448318601
 30.000000, 1, 386185.379495922
 31.000000, 1, 385872.029974213
 32.000000, 1, 385574.792665996
 33.000000, 1, 385313.118765933
 34.000000, 1, 384998.193193864
 35.000000, 1, 384748.935824886
 36.000000, 1, 384553.438978096
 37.000000, 1, 384364.155227810
 38.000000, 1, 384153.720454714
 39.000000, 1, 383803.817144497
 40.000000, 1, 383617.294064643
 41.000000, 1, 383380.572445572
 42.000000, 1, 383171.597564280
 43.000000, 1, 382991.873705295
 44.000000, 1, 382701.072990150
 45.000000, 1, 382466.274970606
 46.000000, 1, 382122.468448615
 47.000000, 1, 381939.878276070
 48.000000, 1, 381711.802212662
 49.000000, 1, 381494.952162445
 50.000000, 1, 381312.747862635
 51.000000, 1, 381091.527695312
 52.000000, 1, 380829.753558332
 53.000000, 1, 380572.023214674
 54.000000, 1, 380343.476697357
 55.000000, 1, 380129.210557749
 56.000000, 1, 379906.174852100
 57.000000, 1, 379713.789691565
 58.000000, 1, 379457.057975341
 59.000000, 1, 379267.351913381
 60.000000, 1, 378997.602667741
 61.000000, 1, 378811.061617198
 62.000000, 1, 378569.839956420
 63.000000, 1, 378354.929613954
 64.000000, 1, 378156.387092773
 65.000000, 1, 377969.219433348
 66.000000, 1, 377779.853819008
 67.000000, 1, 377524.300029009
 68.000000, 1, 377332.096261613
 69.000000, 1, 377129.778164153
 70.000000, 1, 376901.815328652
 71.000000, 1, 376663.054815437
 72.000000, 1, 376432.981979102
 73.000000, 1, 376153.531059378
 74.000000, 1, 375935.683894522
