time,index,energy
  1.000000, 0, 393216.010640097
  2.000000, 0, 393216.010640097
  3.000000, 0, 393216.010640097
  4.000000, 0, 393216.010640097
  5.000000, 0, 393216.010640097
  6.000000, 0, 393216.010640097
  7.000000, 0, 393216.010640097
  8.000000, 0, 393216.010640097
  9.000000, 0, 393216.010640097
 10.000000, 0, 393216.175318332
 11.000000, 0, 393216.593477255
 12.000000, 0, 393143.819634189
 13.000000, 0, 392922.039058565
 14.000000, 0, 392400.792176699
 15.000000, 0, 391155.906607002
 16.000000, 0, 391025.854657546
 17.000000, 0, 390331.070286297
 18.000000, 0, 389890.362693824
 19.000000, 0, 389196.214195760
 20.000000, 0, 388976.273712401
 21.000000, 0, 388718.318423229
 22.000000, 0, 388408.995718550
 23.000000, 0, 388153.417572556
 24.000000, 0, 387851.858302938
 25.000000, 0, 387646.694236453
 26.000000, 0, 387383.151034294
 27.000000, 0, 387124.524035812
 28.000000, 0, 386721.637358379
 29.000000, 0, 386425.149519090
 30.000000, 0, 386254.715844774
 31.000000, 0, 386043.891119965
 32.000000, 0, 385679.982513512
 33.000000, 0, 385383.853753737
 34.000000, 0, 385137.360531660
 35.000000, 0, 384849.211289716
 36.000000, 0, 384638.466339276
 37.000000, 0, 384434.834632961
 38.000000, 0, 384197.492923350
 39.000000, 0, 383910.412499386
 40.000000, 0, 383647.854684635
 41.000000, 0, 383396.994082688
 42.000000, 0, 383194.134191363
 43.000000, 0, 382983.456392971
 44.000000, 0, 382719.057446843
 45.000000, 0, 382505.361377002
 46.000000, 0, 382210.373719138
 47.000000, 0, 381948.065924423
 48.000000, 0, 381687.099728827
 49.000000, 0, 381456.019448035
 50.000000, 0, 381261.864932633
 51.000000, 0, 381062.793772371
 52.000000, 0, 380802.489816179
 53.000000, 0, 380571.542028604
 54.000000, 0, 380378.255375594
 55.000000, 0, 380170.544037009
 56.000000, 0, 379962.238638696
 57.000000, 0, 379722.133892165
 58.000000, 0, 379482.481701126
 59.000000, 0, 379284.836665763
 60.000000, 0, 379046.387825606
 61.000000, 0, 378813.836681543
 62.000000, 0, 378625.837183364
