time,index,energy
  1.000000, 4, 393215.984844408
  2.000000, 4, 393215.984844408
  3.000000, 4, 393215.984844408
  4.000000, 4, 393215.984844408
  5.000000, 4, 393215.984844408
  6.000000, 4, 393215.984844408
  7.000000, 4, 393215.984844408
  8.000000, 4, 393215.984844408
  9.000000, 4, 393215.984844408
 10.000000, 4, 393215.984844408
 11.000000, 4, 393216.145599278
 12.000000, 4, 393216.612668850
 13.000000, 4, 393108.713240602
 14.000000, 4, 392970.695438030
 15.000000, 4, 392838.014586554
 16.000000, 4, 392477.511021523
 17.000000, 4, 391698.043087148
 18.000000, 4, 391256.384929180
 19.000000, 4, 390772.998363838
 20.000000, 4, 390486.518122405
 21.000000, 4, 390134.739766269
 22.000000, 4, 389654.801673154
 23.000000, 4, 389441.768841326
 24.000000, 4, 389183.193216394
 25.000000, 4, 388959.898658207
 26.000000, 4, 388736.239876394
 27.000000, 4, 388506.567137589
 28.000000, 4, 388344.797504384
 29.000000, 4, 388122.833629399
 30.000000, 4, 387865.828666191
 31.000000, 4, 387661.208727993
 32.000000, 4, 387403.462165254
 33.000000, 4, 387109.948968707
 34.000000, 4, 386879.638651672
 35.000000, 4, 386660.874288551
 36.000000, 4, 386371.056546630
 37.000000, 4, 386087.120502538
 38.000000, 4, 385822.947634787
 39.000000, 4, 385495.954401503
 40.000000, 4, 385179.197052719
 41.000000, 4, 384944.872302793
 42.000000, 4, 384652.680980463
 43.000000, 4, 384390.145573670
 44.000000, 4, 384193.171562450
 45.000000, 4, 383873.642827219
 46.000000, 4, 383541.151215403
 47.000000, 4, 383157.717428130
 48.000000, 4, 382792.881090676
 49.000000, 4, 382469.854086011
 50.000000, 4, 382242.365436527
 51.000000, 4, 382045.744690878
 52.000000, 4, 381751.783178825
 53.000000, 4, 381484.185752009
 54.000000, 4, 381228.713646978
 55.000000, 4, 380996.640366991
 56.000000, 4, 380700.007793504
 57.000000, 4, 380441.737496274
 58.000000, 4, 380155.104211970
 59.000000, 4, 379856.302929221
 60.000000, 4, 379527.670598430
 61.000000, 4, 379195.132474630
 62.000000, 4, 378851.810659391
 63.000000, 4, 378577.026612141
 64.000000, 4, 378240.281699778
 65.000000, 4, 377976.653459393
 66.000000, 4, 377654.744440525
 67.000000, 4, 377442.188406355
 68.000000, 4, 377197.951744400
 69.000000, 4, 376946.106439880
 70.000000, 4, 376691.888947127
 71.000000, 4, 376405.519166049
 72.000000, 4, 376190.176039302
 73.000000, 4, 375963.728913679
 74.000000, 4, 375699.200401675
 75.000000, 4, 375497.281140063
 76.000000, 4, 375237.868637821
 77.000000, 4, 374970.880411846
 78.000000, 4, 374730.217894269
 79.000000, 4, 374470.379697622
 80.000000, 4, 374169.783473064
 81.000000, 4, 373916.105770705
 82.000000, 4, 373641.593765825
 83.000000, 4, 373403.716593591
 84.000000, 4, 373072.010715896
 85.000000, 4, 372800.723543634
 86.000000, 4, 372573.306335512
 87.000000, 4, 372364.494148552
 88.000000, 4, 372175.398203258
 89.000000, 4, 371962.381788437
 90.000000, 4, 371722.857448264
 91.000000, 4, 371475.578985944
 92.000000, 4, 371257.809126298
 93.000000, 4, 371059.576420184
 94.000000, 4, 370849.374379601
 95.000000, 4, 370614.733376427
 96.000000, 4, 370404.276758420
 97.000000, 4, 370213.088387075
 98.000000, 4, 370006.376265297
 99.000000, 4, 369783.056247553
100.000000, 4, 369581.358419801
101.000000, 4, 369385.262802852
102.000000, 4, 369187.501577876
103.000000, 4, 368989.290398165
104.000000, 4, 368781.961355028
105.000000, 4, 368575.421473494
106.000000, 4, 368353.580843757
107.000000, 4, 368152.332175577
108.000000, 4, 367924.018765430
109.000000, 4, 367717.901059573
110.000000, 4, 367529.929915171
111.000000, 4, 367316.419261093
112.000000, 4, 367123.881389742
113.000000, 4, 366942.722304376
114.000000, 4, 366746.801020335
115.000000, 4, 366552.222935851
116.000000, 4, 366341.022220545
117.000000, 4, 366139.941453192
118.000000, 4, 365953.905564976
119.000000, 4, 365769.158654913
120.000000, 4, 365567.037544785
121.000000, 4, 365375.616011849
122.000000, 4, 365183.887426364
123.000000, 4, 364980.768034345
124.000000, 4, 364790.983025627
125.000000, 4, 364618.144047662
126.000000, 4, 364434.750341191
127.000000, 4, 364253.665935742
128.000000, 4, 364056.100260586
129.000000, 4, 363865.213486080
130.000000, 4, 363677.756081046
131.000000, 4, 363491.089996686
132.000000, 4, 363300.903744720
